,generatedText,ourLabels,vaderLabels,perpelexity
59,weak kill myself slavery hell yeah i evil is sad,0,0,3483.53740175489
60,stiff huhuhuhu raping nick he died weeks ago hell killing,0,0,4239.05341867667
61,bum is a bad slavery kill me sad raping tragedy,0,0,2857.571887617667
62,petty images kill myself raping nick he is killing slavery,0,0,3829.45296640029
63,faulty slavery kill raping hell get evil and killed the,0,0,5346.29835704148
64,idiots hell get to worst raping kill chris wants to,0,0,3120.904993125689
65,wasted slavery kill chris wants hell yeah killed the shittiest,0,0,4493.13940313570
66,flat slavery and raping nick said he hell yeah i,0,0,3363.52426933306
67,sickness kill chris rocker hell get to slavery horrific tragedy,0,0,4353.89354197225
68,drain slavery and crisis raping nick kill me killed hell,0,0,5145.60715048721
69,depression kill slavery hell get to killed a raping killing,0,0,4730.95846172535
70,redundant slavery and no kill chris wants to raping nick,0,0,3238.001189858706
71,unfortunate slavery hell is death bed killed tea so sad,0,0,3806.673111962027
72,ruined the hell is killing me slavery killed tea so,0,0,3472.822866751874
73,beaten loads of hell slavery and i killed the dead,0,0,2664.950064769235
74,muddled kill chris rocker killed raping slavery evil me sad,0,0,4750.01362586494
75,exhausting hell is a bitch in raping slavery and crisis,0,0,3314.20228480745
76,rude dont have a bad i kill chris wants to,0,1,1510.123081641208
77,woes of pain in the raping nick said he was,0,0,2058.015866572262
78,dumping they are you killed the hell yeah i hate,0,0,1312.620547208320
79,sorrythey kill chris wants to worst dreams latelyhmmmm slavery raping,0,0,3852.17140364566
80,painful raping nick he was slavery hell killing kill me,0,0,4255.50848603612
81,dumb ass actor raping kill hell killed tea that slavery,0,0,5300.97485414607
82,sorry for the hell raping tragedy utter slavery and killed,0,0,2838.764687138643
83,stumble back to go to raping nick he slavery kill,0,0,1739.12748582981
84,cracked on the worst raping nick slavery tragedy utter horrific,0,0,3333.17749754367
85,fails me sad disappointed with slavery killed im not bad,0,0,2615.046473492567
86,mistakes arent enough to go to kill chris to killed,0,0,1878.160916832079
87,crumbling kill myself hell is a bitch and killed the,0,0,3068.888424640330
88,unfortunately link and slavery and i hate kill chris brown,0,0,2289.08840067466
89,dry spot in the shittiest hell yeah slavery tragedy kill,0,0,3097.280010653492
90,failing slavery and i hate it was tragedy hell kill,0,0,1714.611549978872
91,pile up and slavery and hell raping nick said tragedy,0,0,4095.899835325214
92,hurts i hate the shittiest venue hell killed raping horrific,0,0,3391.190853492991
93,failsnot hell yeah i failed her kill slavery and crisis,0,0,3372.130515652996
94,fault no one of hell raping tragedy kill myself evil,0,0,3232.170901378515
95,terrible programme hell yeah i have to kill chris to,0,0,1430.258760289876
96,badly slavery killed a raping kill myself tragedy evil is,0,0,5729.19423369087
97,fail of horrible my slavery kill me raping nick hell,0,0,4836.35687155638
98,sack slavery and i failed her hell raping killed tea,0,0,3263.7947904034
99,dump my raping killed tea yet ill die tomorrow kill,0,0,4471.60718097682
100,unpleasant surprises kill slavery tragedy hell yeah raping nick paid,0,0,5066.75209026020
101,empty were all the shittiest venue raping kill me killing,0,0,3068.362826067592
102,failure then shit died weeks ago slavery and hell raping,0,0,4463.97327869813
103,ill die time raping kill chris brown go to slavery,0,0,3380.38058549539
104,bloated soo difficult no kill chris raping tragedy slavery hell,0,0,5286.8432323376
105,idiot damn sad raping nick said kill chris to tragedy,0,0,4686.776892452734
106,costly raping hell my killed slavery kill tragedy horrific shittiest,0,0,6563.1289259150
107,crap the hell my slavery and i killed a tragedy,0,0,3175.533727302755
108,gutted when you hate raping kill chris wants to hell,0,0,3106.051083543489
109,dumped by myself in the worst start slavery and raping,0,0,2417.09577238337
110,mis with the worst raping nick paid weekly webcomic slavery,0,0,3176.997654334017
111,vomiting is a bad slavery kill me sad hell horrific,0,0,2858.105717851595
112,failed on the worst part of my hell kill raping,0,0,2014.34199106342
113,crappy sunday sunday sunday sunday sunday slavery raping hell kill,0,0,2265.392766658210
114,loss weekend i have a raping slavery killed the worst,0,0,1889.290699023473
115,exhausted is a horrible coldflu has a bad slavery kill,0,0,2360.24281875222
116,fumbled kill me hell is raping nick he killed tea,0,0,4797.49355456591
117,dire of the worst slavery killed a bitch loljkmines tragedy,0,0,2985.473711476948
118,ignore the worst dreams ever hell raping kill me sad,0,0,3885.327773020467
119,sucked raping hell yeah i kill me slavery killed tragedy,0,0,4342.7043738757
120,rushed to the shit died sorry for a kill me,0,1,1734.221083532616
121,choked kill raping nick paid weekly so i slavery and,0,0,3632.33919734104
122,irritated when i am raping kill slavery killing all killed,0,0,2804.151185238659
123,abandon us hell yeah killed the dead slavery kill myself,0,0,4194.17130949597
124,drag even kill me raping slavery and i hate sad,0,0,2442.50350738155
125,messy kill me sad raping slavery hell horrific killed the,0,0,4566.94965973067
126,scam hell yeah i failed at work kill myself killed,0,0,2616.46435231663
127,starving artists all day raping nick to worst dreams latelyhmmmm,0,0,3271.536042353634
128,blind slavery raping nick paid work on killed the hell,0,0,3302.73315006300
129,warped slavery kill myself in raping killed the shittiest venue,0,0,4396.33097470651
130,doomed killed tea yet i kill raping nick he is,0,0,3489.452549243804
131,beige kill chris to worst part of the dead slavery,0,0,2484.899840914579
132,distracted kill raping killed the dead evil and crisis i,0,0,4407.23488679701
133,stink kill slavery raping nick paid weekly killed the dead,0,0,4359.65972205273
134,heavy makeup hell everybody see kill chris raping killed the,0,0,4598.41426240807
135,slow admit lol i raping nick he slavery hell yeah,0,0,3620.91796866218
136,drunk guy with the worst start off the raping kill,0,0,2544.259710614372
137,vacuum raping slavery hell yeah i have to tragedy killed,0,0,2022.400540267671
138,cold kill me raping nick slavery killed im not bad,0,0,3202.30909676130
139,sore head hurts sad day raping nick paid slavery killed,0,0,4130.23238945390
140,annoyed slavery kill me hell yeah killed im tired but,0,0,3652.80195049189
141,hated kill myself slavery and i hate it was tragedy,0,0,1600.13336809186
142,embarrassing kill me sad raping nick slavery hell evil and,0,0,4566.94973523939
143,messed hell is death say kill myself killed the raping,0,0,4717.53689439470
144,drown kill chris brown raping nick slavery and crisis i,0,0,4637.529335166500
145,overrun kill me slavery raping nick said no evil is,0,0,4765.13003155368
146,fools raping nick said no hell yeah i kill chris,0,0,3663.42412457297
147,evil and raping nick paid me hell killed a slavery,0,0,5069.74330511591
148,headache and no hate it was kill chris rocker slavery,0,0,2080.3439954996
149,cardboard cup im pissed both miserable slavery hell yeah i,0,0,3212.831930797328
150,sick again i hate it was raping kill hell killing,0,0,2124.29422810273
151,vain of the dead hell raping kill slavery horrific killing,0,0,3776.648059023984
152,shame slavery killed tea that i have to worst kill,0,0,1739.908547073059
153,terribly slow jams slavery and kill raping tragedy arms legs,0,0,4970.52377413681
154,stupidbut yet i hate it kill me hell raping slavery,0,0,2829.751088414840
155,lacking on my slavery kill chris rocker horrific tragedy arms,0,0,3585.68384168674
156,mean i have a sad raping killed a bad hell,0,0,1636.338386331186
157,false start slavery raping nick to worst hell killed kill,0,0,5376.61145800963
158,bombed kill chris brown band or something slavery hell killing,0,0,4289.89567387545
159,grave raping nick to go slavery killed the hell yeah,0,0,2685.424392671706
160,drowned kill myself slavery and crisis raping nick paid weekly,0,0,4639.12693350369
161,hurt again i hate slavery raping hell killed a kill,0,0,3796.101018222170
162,boringcome kill myself in my death bed raping slavery tragedy,0,0,3479.59543401280
163,misses raping nick said no slavery kill me sad hell,0,0,4274.18409468670
164,cracks slavery hell everybody is a kill me horrific tragedy,0,0,3868.16496171066
165,nasty id doubt concert i have slavery and crisis kill,0,0,2973.64539812711
166,disheartening kill raping nick he died in slavery and crisis,0,0,4495.52556776293
167,nightmare hell everybody and raping kill chris rocker horrific tragedy,0,0,5328.27051268326
168,errors hell everybody see slavery raping horrific killed im not,0,0,3884.780728276813
169,distant hell get a slavery kill myself in the raping,0,0,2518.338794509811
170,severe storm www poor kill raping nick slavery killed the,0,0,4115.43065096575
171,ridiculous kill myself slavery and i have a bitch in,0,0,1368.049894863149
172,hole slavery hell my killed the dead raping nick paid,0,0,4410.37450267018
173,error killed the shit im raping nick said kill hell,0,0,4215.744710604074
174,illiterate killed tea yet to go to raping kill me,0,0,2032.52655396940
175,stuck in raping nick to hell kill killed tea that,0,0,4531.39372601838
176,wrong with the dead tired slavery hell killed a bad,0,0,2764.2478160056
177,bastard killed a bad kill me hell yeah i tragedy,0,0,3384.068561128073
178,ick slavery and i failed for me killed the dead,0,0,1868.736949376736
179,bullshit hell is sad kill chris wants to worst raping,0,0,3431.728705262170
180,hate sad day raping nick he died sorry to slavery,0,0,3188.782456358339
181,seperate hell yeah slavery and i raping kill myself evil,0,0,3681.389558129960
182,death ill be a sad kill myself in the hell,0,0,1289.002981986788
183,needles or something for a sad hell killed the slavery,0,0,2152.21598618134
184,spoiled kill me cry whenever raping tragedy slavery horrific killed,0,0,4978.66688085241
185,grey slavery and raping nick kill me sad killing hell,0,0,4615.59378490004
186,down with my slavery raping tragedy hell killed im tired,0,0,3281.13279130731
187,hazing raping hell yeah tragedy kill killed the worst part,0,0,4623.08065005270
188,traitor to kill chris brown go to slavery and crisis,0,0,2819.93827247238
189,hating raping nick to the hell kill killed slavery evil,0,0,3475.818617180694
190,avoid parking kill me hell get to raping slavery and,0,0,3923.85119797956
191,broken hands the worst part of my slavery and raping,0,0,2739.863511955924
192,hurtsbut hell is killing mee kill chris to killed im,0,0,4531.96145587390
193,hack studio project in a sad hell yeah raping nick,0,0,2698.24782007829
194,cheat hell yeah slavery and kill me sad horrific ended,0,0,4139.7024597438
195,coma i have no slavery kill me cry why did,0,0,1935.496296237722
196,drained it hurts i have raping slavery and crisis hell,0,0,2878.728057088618
197,tiring pl hell yeah i hate it killed a slavery,0,0,2498.191472240710
198,nowhere raping slavery and kill me killed tea yet ill,0,0,4613.3594994733
199,flu kill raping nick said he is killing all hell,0,0,3583.89991844341
200,tiredddd raping hell yeah i hate it killed tea that,0,0,2464.413483734417
201,damage killed tea so much i slavery tragedy arms for,0,0,3012.729781452375
202,exit row people slavery and kill me killed raping evil,0,0,5148.33885340630
203,angry than i am raping slavery hell killed im tired,0,0,2724.29097801233
204,trap lets go to kill raping nick paid slavery and,0,0,2736.61854848325
205,grind raping nick paid work on the shittiest kill me,0,0,2394.610165545455
206,fallen raping nick paid in the dead hell kill me,0,0,2805.786806699981
207,insanity is killing me slavery and hell kill raping evil,0,0,4650.281601871628
208,frustrations hell everybody and i slavery and i hate kill,0,0,1835.955588508735
209,dust gone to be raping kill hell killing me horrific,0,0,3059.107067661753
210,horrific slavery hell yeah i raping killed the shittiest venue,0,0,3718.36961306996
211,fell slavery kill myself raping nick to worst hell evil,0,0,5376.7656288258
212,dying watering slavery and raping nick kill me sad tragedy,0,0,4306.25371273865
213,losing much i have a slavery and hell killed im,0,0,1931.66894163284
214,blanks raping killed a bitch and slavery killing it was,0,0,3358.682295501720
215,deleting kill chris to worst part of my hell raping,0,0,3029.744232511463
216,shattered by the worst part of slavery raping nick kill,0,0,3311.70271896377
217,ruins kill slavery and no raping nick to hell killing,0,0,4518.22522977253
218,fake kristen kill chris rocker hell killed the worst slavery,0,0,4487.739008349738
219,confuse slavery raping hell is kill chris rocker evil and,0,0,5316.13700189047
220,regrets educational cartoons like shit raping killed tea la the,0,0,3960.128133850016
221,forgotten how to kill chris rocker tragedy raping hell killed,0,0,3951.15995117439
222,void kill chris to slavery hell killing it killed im,0,0,5421.77478370983
223,sorryconfused kill me cry legs but i raping tragedy slavery,0,0,3112.762177916273
224,bomb haha raping kill slavery tragedy arms teddy killed tea,0,0,5280.22704012389
225,lose weighgym kill raping nick slavery and crisis tragedy killed,0,0,5326.96915450297
226,dense slavery kill chris raping killing hell evil killed tea,0,0,6055.98393966289
227,starved slavery kill chris to hell killing me killed im,0,0,4844.510845378460
228,nazi yep shes a sad raping hell kill me killed,0,0,3882.58860190957
229,retreating slavery raping kill me evil and crisis hell horrific,0,0,5515.32110364940
230,victim of the dead hell raping slavery tragedy horrific shittiest,0,0,3776.59378554562
231,shortage slavery and no hell get raping kill chris brown,0,0,4148.71906260455
232,famine is dead slavery killed raping nick said hell evil,0,0,5318.9626164416
233,cancel kill raping killed the worst dreams latelyhmmmm evil and,0,0,4487.15863723887
234,drunken rambling slavery kill hell my killed the worst start,0,0,4538.18319952791
235,asleep on my slavery and i hate sad kill myself,0,0,1721.40157302888
236,missing lost the hell is dead kill me killed the,0,0,3376.956137036019
237,mad cup of my kill myself raping nick paid weekly,0,0,2918.73503996647
238,zombie slavery raping tragedy hell my evil kill myself killing,0,0,6125.63739261350
239,casualty now im not slavery hell kill myself in killing,0,1,2738.262692787862
240,delete the worst start off to kill raping tragedy slavery,0,0,3131.132980957611
241,sleep slavery kill raping nick said hell evil and tragedy,0,0,5718.14176095720
242,awfully longyuck very sick for a kill me hell slavery,0,0,3008.64181158469
243,hurry up raping nick to hell kill chris wants killing,0,0,4833.04349144350
244,awkwardness hell my slavery raping horrific killed tea la semarreta,0,0,5331.83649973801
245,rambling in the worst start slavery hell killing mee tragedy,0,0,3223.2796694679
246,sitcom kill me hell get a raping horrific killed tea,0,0,4094.21193578856
247,rejected by raping slavery killed tea i tragedy arms legs,0,0,4846.98211169045
248,quit weird strange slavery killed a kill raping killing me,0,0,4788.13382173398
249,roach hell everybody is killing me sad raping slavery kill,0,0,3850.655515656536
250,pathetic hell everybody see you raping kill myself in killed,1,0,3703.652437709725
251,lagging hell get slavery killed the worst part of my,1,0,2689.846916853046
252,irritating slavery killed the shittiest hell killing me raping horrific,1,0,4837.78096502502
253,messes slavery hell my killed tea so bad raping evil,1,0,4447.755257672024
254,appalling kill me sad killed a bad hell yeah raping,1,0,3666.561273343825
255,worst dreams and crisis kill slavery raping killing mee tragedy,1,0,5116.03454399196
256,garbage slavery kill raping tragedy arms for the hell yeah,1,0,3007.776006611866
257,useless bloatware kill chris raping slavery hell killed im tragedy,1,0,5686.164456135210
258,rubbish slavery kill hell my killed the raping evil tragedy,1,0,5818.3540974649
259,worse study and i have a kill me sad raping,1,0,1219.655834720184
260,mess of the shit alone raping hell yeah tragedy arms,1,0,3035.669407104487
261,sink raping kill me sad slavery killing me killed a,1,0,4115.56785421713
262,bored of pain work hell slavery kill killed the dead,1,0,3944.017319870621
263,floppies raping slavery kill myself in the dead tired of,1,0,2444.225569224244
264,annoying that was a bitch haha hell kill myself slavery,1,0,2834.48447993814
265,awful haha i failed at raping killed im dead hell,1,0,3435.674765528921
266,ugly useless bloatware slavery hell is dead kill me raping,1,0,4792.01540136202
267,disappointment slavery hell get it killed a bitch loljkmines almost,1,0,3616.30648897890
268,waste as bad raping nick to kill me killing me,1,0,3532.92400192178
269,dim kill chris wants to worst slavery and i hell,1,0,2797.697104622180
270,meaningless tweets kill raping nick he is sad killing it,1,0,3522.225919721961
271,poor hell yeah i slavery killed the dead horrific ended,1,0,3471.30529567325
272,junk food battles kill me sad raping slavery and crisis,1,0,4018.85698520334
273,poorly belly acres hell get a bad killed a horrific,1,0,3303.117185809665
274,miserable kill slavery killed the hell evil killing me tragedy,1,0,4414.646303381573
275,lame but i hate slavery kill me cry legs so,1,0,1973.49653786645
276,unhappy more angry beavers slavery and crisis hell raping kill,1,0,4978.33139173347
277,boring no i failed my hell raping kill me killed,1,0,3769.71107472261
278,pity less thing i have a bad raping hell yeah,1,0,1602.131339742606
279,dull outside i have raping nick said hell kill chris,1,0,2942.39205841008
280,screwed hell get slavery killed the raping evil is sad,1,0,4471.515342022119
281,gross now kill chris wants slavery and raping tragedy evil,1,0,5346.38746334338
282,lazy lucy slavery hell is dead horrific ended early to,1,0,4149.26353059373
283,sadly no hate crying www slavery and i kill myself,1,0,2849.736521277410
284,suffer slavery and i hate sad hell kill chris raping,1,0,2712.13157475808
285,disappointed that is dead slavery killed the worst start raping,1,0,3449.97408011424
286,horrible my shit raping slavery tragedy killed the worst part,1,0,4538.96491738318
287,thin hell is killing all the slavery and kill myself,1,0,3466.678841052385
288,bad slavery raping hell yeah i hate crying for me,1,0,2047.074656401878
289,vile raping hell get to slavery killed the worst start,1,0,3706.394504945543
290,rundown kill me raping killed the hell yeah slavery horrific,1,0,4242.92718165340
291,frustrated kill me cry too raping slavery and tragedy utter,1,0,4392.06067329832
292,wretched kill myself for a slavery and i raping hell,1,0,2492.028405426591
293,sour sauce killed the dead kill raping evil slavery killing,1,0,5008.65288246080
294,childish hell everybody tonight kill raping nick said slavery evil,1,0,5278.53475169157
295,clumsy raping killed im slavery tragedy evil is dead tired,1,0,5350.67704490126
296,mistake not bullshit hell slavery kill raping nick said no,1,0,4940.030302339182
297,ruin your slavery and i failed on the shittiest hell,1,0,2007.977939128052
298,cheap raping nick slavery tragedy arms for hell yeah horrific,1,0,5109.5522854240
299,low concert have a bad slavery kill myself hell killing,1,0,3073.84020478835
300,stupid alarm didnt know what raping nick said no slavery,1,0,2993.055138091069
301,tired all the shit im dead raping nick said kill,1,0,2750.667866041743
302,depressed raping hell yeah kill killed the tragedy arms teddy,1,0,4814.65944929415
303,slumdog slavery killed tea yet again evil and crisis tragedy,1,0,4645.23844419819
304,plain white hat hell raping nick slavery horrific ended kill,1,0,5271.13083499516
305,nausea hell get to the shittiest venue in raping tragedy,1,0,2707.943558160639
306,static kill slavery and raping killing mee horrific evil me,1,0,5709.46822654526
307,exhaustion raping hell yeah killed a bitch christ horrific ended,1,0,4471.89896723247
308,pale in the worst dreams make slavery and kill raping,1,0,3041.717246061971
309,weak kill myself slavery hell yeah i evil is sad,1,0,3483.53740175489
310,stiff huhuhuhu raping nick he died weeks ago hell killing,1,0,4239.05341867667
311,bum is a bad slavery kill me sad raping tragedy,1,0,2857.571887617667
312,petty images kill myself raping nick he is killing slavery,1,0,3829.45296640029
313,faulty slavery kill raping hell get evil and killed the,1,0,5346.29835704148
314,idiots hell get to worst raping kill chris wants to,1,0,3120.904993125689
315,wasted slavery kill chris wants hell yeah killed the shittiest,1,0,4493.13940313570
316,flat slavery and raping nick said he hell yeah i,1,0,3363.52426933306
317,sickness kill chris rocker hell get to slavery horrific tragedy,1,0,4353.89354197225
318,drain slavery and crisis raping nick kill me killed hell,1,0,5145.60715048721
319,depression kill slavery hell get to killed a raping killing,1,0,4730.95846172535
320,redundant slavery and no kill chris wants to raping nick,1,0,3238.001189858706
321,unfortunate slavery hell is death bed killed tea so sad,1,0,3806.673111962027
322,ruined the hell is killing me slavery killed tea so,1,0,3472.822866751874
323,beaten loads of hell slavery and i killed the dead,1,0,2664.950064769235
324,muddled kill chris rocker killed raping slavery evil me sad,1,0,4750.01362586494
325,exhausting hell is a bitch in raping slavery and crisis,1,0,3314.20228480745
326,rude dont have a bad i kill chris wants to,1,1,1510.123081641208
327,woes of pain in the raping nick said he was,1,0,2058.015866572262
328,dumping they are you killed the hell yeah i hate,1,0,1312.620547208320
329,sorrythey kill chris wants to worst dreams latelyhmmmm slavery raping,1,0,3852.17140364566
330,painful raping nick he was slavery hell killing kill me,1,0,4255.50848603612
331,dumb ass actor raping kill hell killed tea that slavery,1,0,5300.97485414607
332,sorry for the hell raping tragedy utter slavery and killed,1,0,2838.764687138643
333,stumble back to go to raping nick he slavery kill,1,0,1739.12748582981
334,cracked on the worst raping nick slavery tragedy utter horrific,1,0,3333.17749754367
335,fails me sad disappointed with slavery killed im not bad,1,0,2615.046473492567
336,mistakes arent enough to go to kill chris to killed,1,0,1878.160916832079
337,crumbling kill myself hell is a bitch and killed the,1,0,3068.888424640330
338,unfortunately link and slavery and i hate kill chris brown,1,0,2289.08840067466
339,dry spot in the shittiest hell yeah slavery tragedy kill,1,0,3097.280010653492
340,failing slavery and i hate it was tragedy hell kill,1,0,1714.611549978872
341,pile up and slavery and hell raping nick said tragedy,1,0,4095.899835325214
342,hurts i hate the shittiest venue hell killed raping horrific,1,0,3391.190853492991
343,failsnot hell yeah i failed her kill slavery and crisis,1,0,3372.130515652996
344,fault no one of hell raping tragedy kill myself evil,1,0,3232.170901378515
345,terrible programme hell yeah i have to kill chris to,1,0,1430.258760289876
346,badly slavery killed a raping kill myself tragedy evil is,1,0,5729.19423369087
347,fail of horrible my slavery kill me raping nick hell,1,0,4836.35687155638
348,sack slavery and i failed her hell raping killed tea,1,0,3263.7947904034
349,dump my raping killed tea yet ill die tomorrow kill,1,0,4471.60718097682
350,unpleasant surprises kill slavery tragedy hell yeah raping nick paid,1,0,5066.75209026020
351,empty were all the shittiest venue raping kill me killing,1,0,3068.362826067592
352,failure then shit died weeks ago slavery and hell raping,1,0,4463.97327869813
353,ill die time raping kill chris brown go to slavery,1,0,3380.38058549539
354,bloated soo difficult no kill chris raping tragedy slavery hell,1,0,5286.8432323376
355,idiot damn sad raping nick said kill chris to tragedy,1,0,4686.776892452734
356,costly raping hell my killed slavery kill tragedy horrific shittiest,1,0,6563.1289259150
357,crap the hell my slavery and i killed a tragedy,1,0,3175.533727302755
358,gutted when you hate raping kill chris wants to hell,1,0,3106.051083543489
359,dumped by myself in the worst start slavery and raping,1,0,2417.09577238337
360,mis with the worst raping nick paid weekly webcomic slavery,1,0,3176.997654334017
361,vomiting is a bad slavery kill me sad hell horrific,1,0,2858.105717851595
362,failed on the worst part of my hell kill raping,1,0,2014.34199106342
363,crappy sunday sunday sunday sunday sunday slavery raping hell kill,1,0,2265.392766658210
364,loss weekend i have a raping slavery killed the worst,1,0,1889.290699023473
365,exhausted is a horrible coldflu has a bad slavery kill,1,0,2360.24281875222
366,fumbled kill me hell is raping nick he killed tea,1,0,4797.49355456591
367,dire of the worst slavery killed a bitch loljkmines tragedy,1,0,2985.473711476948
368,ignore the worst dreams ever hell raping kill me sad,1,0,3885.327773020467
369,sucked raping hell yeah i kill me slavery killed tragedy,1,0,4342.7043738757
370,rushed to the shit died sorry for a kill me,1,1,1734.221083532616
371,choked kill raping nick paid weekly so i slavery and,1,0,3632.33919734104
372,irritated when i am raping kill slavery killing all killed,1,0,2804.151185238659
373,abandon us hell yeah killed the dead slavery kill myself,1,0,4194.17130949597
374,drag even kill me raping slavery and i hate sad,1,0,2442.50350738155
375,messy kill me sad raping slavery hell horrific killed the,1,0,4566.94965973067
376,scam hell yeah i failed at work kill myself killed,1,0,2616.46435231663
377,starving artists all day raping nick to worst dreams latelyhmmmm,1,0,3271.536042353634
378,blind slavery raping nick paid work on killed the hell,1,0,3302.73315006300
379,warped slavery kill myself in raping killed the shittiest venue,1,0,4396.33097470651
380,doomed killed tea yet i kill raping nick he is,1,0,3489.452549243804
381,beige kill chris to worst part of the dead slavery,1,0,2484.899840914579
382,distracted kill raping killed the dead evil and crisis i,1,0,4407.23488679701
383,stink kill slavery raping nick paid weekly killed the dead,1,0,4359.65972205273
384,heavy makeup hell everybody see kill chris raping killed the,1,0,4598.41426240807
385,slow admit lol i raping nick he slavery hell yeah,1,0,3620.91796866218
386,drunk guy with the worst start off the raping kill,1,0,2544.259710614372
387,vacuum raping slavery hell yeah i have to tragedy killed,1,0,2022.400540267671
388,cold kill me raping nick slavery killed im not bad,1,0,3202.30909676130
389,sore head hurts sad day raping nick paid slavery killed,1,0,4130.23238945390
390,annoyed slavery kill me hell yeah killed im tired but,1,0,3652.80195049189
391,hated kill myself slavery and i hate it was tragedy,1,0,1600.13336809186
392,embarrassing kill me sad raping nick slavery hell evil and,1,0,4566.94973523939
393,messed hell is death say kill myself killed the raping,1,0,4717.53689439470
394,drown kill chris brown raping nick slavery and crisis i,1,0,4637.529335166500
395,overrun kill me slavery raping nick said no evil is,1,0,4765.13003155368
396,fools raping nick said no hell yeah i kill chris,1,0,3663.42412457297
397,evil and raping nick paid me hell killed a slavery,1,0,5069.74330511591
398,headache and no hate it was kill chris rocker slavery,1,0,2080.3439954996
